Employee ID,Name,Department,Job Role,EngagementScore,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility
355,Devansh Banerjee 255,Sales,Sales Executive,67.2,60,79.66,100.0,3.6,81.66,39,4.1,72,No
356,Rita Walker 256,HR,HR Manager,84.2,60,66.68,86.52,4.8,70.06,36,4.5,55,No
357,Meera Das 257,Finance,Financial Analyst,69.9,20,87.83,78.66,4.0,84.71,36,3.8,54,No
358,Aditi Sen 258,Finance,Financial Analyst,56.6,60,81.42,82.69,3.2,88.64,36,4.4,24,No
359,Ayaan Saxena 259,Sales,Account Manager,30.0,40,100.0,77.44,3.5,79.61,36,4.0,8,No
360,Navya Chopra 260,Support,Support Engineer,68.8,20,75.65,97.52,4.2,86.09,43,3.7,11,No
361,Arjun Rao 261,IT,Cybersecurity Specialist,75.3,60,89.09,95.56,4.3,84.86,46,4.1,10,No
362,Ishaan Malhotra 262,Finance,Accountant,88.0,60,63.51,93.18,3.3,92.36,54,3.2,37,No
363,Kavya Menon 263,IT,Developer,72.4,60,91.96,91.86,3.4,83.17,52,4.2,27,No
364,Steven Barnett 264,Support,Helpdesk,84.0,60,87.44,96.74,3.6,90.41,37,3.6,7,No
365,Vivaan Gupta 265,Finance,Accountant,66.6,40,94.04,86.31,3.4,81.49,53,4.3,73,No
366,Manish Badami 266,Sales,Business Development,68.0,60,89.11,90.96,2.8,99.74,50,3.3,46,No
367,Steven Barnett 267,IT,Developer,84.6,80,77.01,82.32,2.6,80.51,45,5.0,35,No
368,Vihaan Verma 268,IT,Engineer,42.4,60,66.29,86.93,3.7,78.52,49,3.4,49,No
369,Rita Walker 269,Finance,Accountant,72.2,80,71.98,91.15,4.1,83.2,45,4.5,8,No
370,Erin Massey 270,IT,Tester,67.2,60,60.39,66.43,4.3,78.18,44,3.9,59,No
371,Peggy Mann 271,Support,Support Engineer,88.3,80,68.79,83.66,3.1,74.01,53,4.3,71,Yes
372,Aditya Kumar 272,Marketing,Content Lead,65.7,60,82.26,89.15,3.1,89.82,39,4.4,66,No
373,Arjun Rao 273,Sales,Business Development,78.2,40,77.52,87.46,3.6,59.5,48,3.9,52,No
374,Myra Nair 274,Support,Support Engineer,83.1,60,75.76,84.83,3.9,78.26,43,3.9,81,No
375,Vivaan Gupta 275,IT,Data Analyst,54.1,60,70.07,92.12,4.5,73.27,40,3.9,16,No
376,Meera Das 276,Sales,Sales Executive,70.3,60,60.28,83.05,4.3,85.14,35,2.8,52,No
377,Diya Patel 277,IT,Engineer,66.8,60,79.82,79.45,3.7,66.49,46,4.5,27,No
378,Avani Bhat 278,Sales,Business Development,83.4,20,81.79,96.29,4.1,88.38,48,4.0,62,No
379,Judith Ware 279,Sales,Business Development,80.1,60,68.08,95.3,3.4,89.25,38,3.8,14,No
380,Diya Patel 280,IT,Developer,69.2,80,72.67,83.81,3.9,70.94,49,3.9,18,No
381,Ayaan Saxena 281,IT,Developer,59.4,100,93.42,87.52,3.9,85.52,51,3.7,69,No
382,Myra Nair 282,Finance,Accountant,84.5,60,89.59,93.92,4.7,88.13,54,2.8,46,No
383,Saanvi Iyer 283,Finance,Financial Analyst,71.2,20,63.16,88.31,4.2,91.52,46,3.7,70,No
384,Nicole Roberts 284,Finance,Accountant,52.6,40,77.15,91.71,3.4,72.25,35,4.0,47,No
385,Christopher Benson 285,Sales,Sales Executive,53.6,80,92.55,91.33,3.4,71.12,47,3.5,72,No
386,Manish Badami 286,IT,Software Engineer,77.3,80,75.84,85.77,3.7,96.02,44,4.0,19,No
387,Ishaan Malhotra 287,Sales,Sales Executive,56.7,80,75.31,91.61,3.0,77.42,38,4.5,36,No
388,Sara Khan 288,Sales,Account Manager,94.3,60,88.93,81.25,3.8,79.78,40,3.6,74,No
389,Taylor Morris 289,Finance,Accountant,60.8,80,87.87,90.76,3.8,89.06,43,3.1,1,No
390,Ayaan Saxena 290,Support,Helpdesk,72.0,80,87.35,87.48,4.2,74.65,52,4.0,63,No
391,David Williams 291,IT,Tester,73.9,60,75.38,85.47,4.3,81.87,36,4.3,35,No
392,Sara Snyder 292,Marketing,Content Lead,63.2,80,84.63,79.27,4.0,91.13,40,5.0,4,No
393,Vihaan Verma 293,Sales,Business Development,45.1,40,92.95,88.92,2.9,72.63,45,3.7,63,No
394,Ananya Singh 294,HR,HR Manager,74.3,60,77.5,88.27,3.2,80.0,47,4.0,6,No
395,Megan Williams 295,IT,Software Engineer,63.0,100,73.97,82.12,3.5,74.99,40,4.7,69,No
396,Aarav Sharma 296,Sales,Business Development,73.4,40,90.3,76.82,4.3,77.81,46,3.5,21,No
397,Kabir Mehta 297,IT,Cybersecurity Specialist,70.5,60,98.45,76.49,4.3,93.49,53,4.3,73,No
398,Manish Badami 298,HR,Recruitment Specialist,75.2,60,99.15,86.22,3.8,95.24,52,4.3,45,No
399,Myra Nair 299,Marketing,SEO Specialist,90.7,80,74.25,90.15,5.0,86.06,53,4.4,39,Yes
400,Rohan Pillai 300,Marketing,SEO Analyst,65.4,60,75.26,100.0,4.8,88.26,46,3.6,60,No
401,Clinton Scott 301,Support,Support Engineer,66.4,80,67.71,87.68,4.6,88.04,54,3.4,45,No
402,Vihaan Verma 302,IT,Data Analyst,52.0,60,79.18,76.62,4.3,78.62,47,3.8,83,No
403,Norman Lane 303,IT,Developer,69.7,60,67.26,86.55,4.2,85.91,54,4.0,27,No
404,Meera Das 304,Sales,Account Manager,76.9,20,72.73,96.76,4.1,73.64,38,3.2,34,No
405,David Williams 305,IT,Data Analyst,66.2,80,85.01,83.22,2.8,76.33,40,4.3,0,No
406,Vivaan Gupta 306,HR,Employee Relations,77.0,60,81.9,95.83,3.3,83.31,47,4.5,28,No
407,Jeffery Lopez 307,IT,Data Analyst,69.9,60,59.89,89.23,3.8,75.51,44,3.3,8,No
408,Vihaan Verma 308,Support,Support Engineer,56.4,40,93.7,92.53,4.0,73.82,37,4.5,8,No
409,Myra Nair 309,Sales,Sales Executive,75.7,80,67.13,100.0,3.8,78.3,43,3.3,21,No
410,Vihaan Verma 310,IT,Data Analyst,69.5,60,68.39,75.14,4.1,93.17,49,3.6,62,No
411,Avani Bhat 311,HR,Employee Relations,73.5,80,65.61,94.28,2.6,96.46,39,4.0,65,No
412,Taylor Morris 312,Sales,Account Manager,65.2,60,71.39,87.34,4.2,83.74,43,4.1,79,No
413,Jeffery Lopez 313,Sales,Account Manager,64.1,40,69.03,81.36,3.9,88.66,49,4.8,57,No
414,Jasmine Gonzalez 314,Marketing,Marketing Executive,73.9,60,69.28,87.3,3.8,79.49,47,4.4,69,No
415,Nicole Roberts 315,HR,HR Executive,69.2,80,53.36,99.84,4.5,67.47,37,4.2,54,No
416,Devansh Banerjee 316,Sales,Account Manager,92.7,80,79.3,97.34,3.3,76.85,53,3.6,12,Yes
417,Aditya Kumar 317,Marketing,Marketing Executive,81.6,60,80.32,73.99,3.8,81.53,36,3.7,18,No
418,Saanvi Iyer 318,Sales,Sales Executive,78.5,100,100.0,82.61,4.1,85.13,52,3.4,78,No
419,Myra Nair 319,Finance,Auditor,69.9,60,82.86,94.6,3.4,83.19,48,3.7,32,No
420,Sara Khan 320,Support,Helpdesk,47.7,60,73.03,87.85,2.7,81.75,47,5.0,73,No
421,Kabir Mehta 321,IT,Developer,62.3,60,65.99,87.87,3.2,79.4,42,3.9,64,No
422,Steven Barnett 322,IT,Tester,64.2,60,77.04,77.02,3.9,86.75,44,4.1,59,No
423,Avani Bhat 323,Finance,Accountant,68.7,60,82.49,82.78,3.8,73.09,36,3.7,11,No
424,Rita Walker 324,Finance,Auditor,71.6,60,72.97,78.49,3.9,90.42,44,3.4,42,No
425,Kabir Mehta 325,Sales,Business Development,79.9,60,78.61,76.43,3.5,79.31,36,4.1,16,No
426,Aditi Sen 326,IT,Tester,75.3,40,96.97,79.2,3.1,100.0,38,4.1,67,No
427,Cody Bright 327,HR,HR Manager,85.9,60,74.16,81.5,4.0,81.48,43,4.7,28,No
428,Connie Bailey 328,Support,Support Engineer,68.3,60,59.13,82.67,3.8,80.16,44,3.7,54,No
429,Vivaan Gupta 329,Marketing,Marketing Executive,75.1,60,86.73,82.11,4.3,79.5,38,3.7,6,No
430,Saanvi Iyer 330,Finance,Auditor,76.1,80,81.14,95.14,3.5,80.24,37,3.5,43,No
431,Megan Williams 331,Finance,Accountant,74.9,40,60.91,81.65,2.7,88.86,41,4.1,76,No
432,Navya Chopra 332,Sales,Sales Executive,87.4,80,82.28,97.98,2.3,83.66,50,4.6,4,Yes
433,Devansh Banerjee 333,Sales,Business Development,81.6,80,68.02,84.61,3.7,91.9,39,4.6,59,No
434,Pari Joshi 334,IT,Data Analyst,56.2,60,82.41,91.07,4.0,87.72,47,5.0,5,No
435,Reyansh Reddy 335,Sales,Sales Executive,70.6,60,97.07,91.3,3.8,84.25,44,3.2,6,No
436,Diya Patel 336,Finance,Auditor,71.8,60,76.23,81.72,3.6,86.98,36,4.2,45,No
437,Rita Walker 337,IT,Developer,97.8,60,88.83,85.7,2.9,93.57,50,4.3,56,No
438,Kavya Menon 338,IT,Tester,68.0,60,65.72,84.48,2.8,89.25,54,3.1,53,No
439,Vihaan Verma 339,Finance,Financial Analyst,60.2,60,62.81,90.61,4.1,86.24,35,4.6,45,No
440,Rita Walker 340,IT,Software Engineer,77.3,60,98.17,87.1,3.8,87.38,40,2.6,9,No
441,Erin Massey 341,HR,HR Manager,78.0,60,81.08,82.76,3.7,74.78,53,3.9,3,No
442,Aarav Sharma 342,Sales,Business Development,71.1,80,84.37,88.83,3.0,100.0,35,3.0,66,No
443,David Williams 343,IT,Cybersecurity Specialist,69.4,40,89.52,90.38,3.3,88.23,39,5.0,24,No
444,Taylor Morris 344,HR,HR Executive,83.4,100,72.72,100.0,3.9,89.02,46,3.9,77,No
445,Diya Patel 345,Finance,Financial Analyst,61.8,40,86.25,88.48,4.1,83.77,51,4.6,60,No
446,Jeffery Lopez 346,Sales,Account Manager,67.9,60,84.74,88.07,3.8,65.62,53,4.0,37,No
447,Christopher Benson 347,IT,Developer,65.7,60,65.05,91.0,4.7,81.88,42,3.6,31,No
448,Brenda Bauer 348,HR,Recruitment Specialist,85.1,40,93.13,81.35,3.6,84.61,44,4.7,22,No
449,Connie Bailey 349,IT,Developer,75.4,80,91.07,75.92,4.7,77.42,37,4.0,36,No
450,Meera Das 350,IT,Tester,59.2,60,65.16,85.82,4.0,77.35,43,3.3,2,No
451,Brenda Bauer 351,IT,Data Analyst,60.4,40,80.0,95.5,4.0,81.29,41,3.6,12,No
452,Vihaan Verma 352,IT,Developer,94.5,60,75.69,96.63,4.5,90.17,40,3.4,33,No
453,Vivaan Gupta 353,Marketing,Marketing Executive,85.0,60,92.18,74.84,3.5,94.05,49,3.9,64,No
454,Jeffery Lopez 354,Finance,Auditor,82.1,100,63.89,92.66,3.7,85.37,47,3.8,75,No
455,Ananya Singh 355,Marketing,SEO Analyst,72.1,60,100.0,72.71,3.2,79.46,48,3.9,7,No
456,Clinton Scott 356,Finance,Accountant,90.1,60,76.26,91.21,4.5,81.1,39,4.3,82,No
457,Clinton Scott 357,Support,Helpdesk,58.8,40,85.38,90.8,4.1,84.8,36,5.0,8,No
458,Aditya Kumar 358,IT,Tester,81.0,60,91.87,75.93,4.6,85.74,41,4.0,27,No
459,Connie Bailey 359,HR,Employee Relations,66.7,60,76.04,95.0,4.0,87.48,35,3.5,77,No
460,Steven Barnett 360,IT,Software Engineer,69.0,100,76.85,100.0,4.6,80.49,50,5.0,17,No
461,Steven Barnett 361,IT,Engineer,80.7,60,72.97,87.56,3.5,88.23,41,4.9,41,No
462,Aarav Sharma 362,Sales,Sales Executive,70.3,80,69.15,88.99,4.5,87.6,49,4.3,40,No
463,Kavya Menon 363,Marketing,Content Strategist,66.8,100,80.72,98.35,3.7,80.84,40,4.1,69,No
464,Devansh Banerjee 364,IT,Developer,66.1,60,76.65,80.12,3.9,70.24,54,4.2,32,No
465,Aditi Sen 365,HR,Recruitment Specialist,48.2,40,72.91,80.29,4.3,76.92,53,2.6,76,No
466,Peter Mckee 366,Sales,Sales Executive,81.2,40,73.49,82.12,5.0,96.54,43,3.0,53,No
467,Sara Khan 367,IT,Developer,59.9,60,83.76,88.26,4.4,70.45,40,4.5,35,No
468,Riya Mishra 368,Sales,Sales Executive,94.3,60,70.02,88.24,4.4,94.54,51,4.9,84,No
469,Connie Bailey 369,IT,Cybersecurity Specialist,68.5,40,75.53,84.13,3.6,70.17,39,2.9,55,No
470,Joel Fuller 370,IT,Developer,87.7,60,86.99,85.9,4.0,77.81,49,3.5,16,No
471,Vihaan Verma 371,Marketing,SEO Specialist,50.3,60,80.47,84.22,3.8,81.0,41,3.6,9,No
472,Judith Ware 372,IT,Cybersecurity Specialist,80.8,20,67.5,84.56,4.7,98.26,48,3.4,43,No
473,Troy Ford 373,IT,Developer,83.9,60,77.76,82.62,3.8,84.21,54,4.2,1,No
474,Arjun Rao 374,Finance,Accountant,87.6,40,82.37,82.68,4.7,82.29,52,4.4,13,No
475,David Williams 375,HR,Employee Relations,53.7,60,87.89,73.99,3.1,76.52,51,3.4,40,No
476,Judith Ware 376,Marketing,Marketing Executive,63.6,40,70.45,86.43,4.7,88.18,52,3.1,1,No
477,Jasmine Gonzalez 377,Sales,Sales Executive,78.9,80,72.41,74.31,3.4,79.9,36,3.3,18,No
478,Brenda Bauer 378,Sales,Business Development,73.8,40,71.05,93.25,4.4,82.17,52,3.7,79,No
479,Kabir Mehta 379,Sales,Business Development,75.5,80,71.54,84.08,3.4,81.13,48,5.0,0,No
480,Steven Barnett 380,IT,Tester,67.7,60,82.05,87.16,4.3,89.76,38,4.0,1,No
481,Christopher Benson 381,Sales,Business Development,90.6,60,83.94,85.39,3.3,90.09,41,5.0,26,No
482,Kavya Menon 382,IT,Developer,100.0,60,88.51,86.29,4.5,76.88,41,4.5,1,No
483,Vihaan Verma 383,Finance,Auditor,73.2,60,77.09,96.84,4.4,78.98,35,3.6,50,No
484,Joel Fuller 384,Sales,Business Development,77.4,40,63.95,78.54,3.5,78.19,42,4.1,9,No
485,Riya Mishra 385,Finance,Financial Analyst,72.7,80,84.69,76.64,4.2,85.47,54,3.7,18,No
486,Sara Snyder 386,Finance,Financial Analyst,87.4,80,79.59,88.84,4.5,91.25,44,3.3,79,Yes
487,Devansh Banerjee 387,IT,Cybersecurity Specialist,81.9,100,78.6,84.53,3.3,85.57,43,3.8,12,No
488,Joel Fuller 388,Marketing,Content Strategist,59.2,60,65.17,90.52,3.3,66.47,41,4.5,47,No
489,Sara Snyder 389,IT,Software Engineer,64.6,60,76.04,93.02,3.3,90.08,37,3.7,55,No
490,Erin Massey 390,Finance,Auditor,59.9,60,66.06,80.26,3.2,73.21,46,3.9,71,No
491,Peggy Mann 391,HR,HR Manager,100.0,60,82.82,92.22,3.3,78.28,37,3.6,55,No
492,Erin Massey 392,Sales,Account Manager,79.6,80,73.7,80.85,4.5,85.59,39,4.8,49,No
493,Peggy Mann 393,IT,Software Engineer,64.9,60,72.8,88.52,4.2,83.33,41,3.9,44,No
494,Kavya Menon 394,Marketing,Content Lead,63.9,80,62.63,79.34,2.9,90.98,46,3.8,58,No
495,Clinton Scott 395,IT,Developer,81.7,60,88.27,88.93,3.6,79.11,51,3.8,38,No
496,Aarav Sharma 396,Finance,Accountant,82.9,60,75.41,87.85,3.2,76.27,48,4.2,20,No
497,Navya Chopra 397,IT,Data Analyst,81.6,100,78.87,80.28,4.4,81.51,37,4.1,54,No
498,Steven Barnett 398,IT,Developer,66.9,80,70.65,78.49,3.6,91.82,35,4.6,56,No
499,Devansh Banerjee 399,HR,Employee Relations,75.7,60,61.49,93.25,3.0,89.04,52,3.8,40,No
500,Aditya Kumar 400,IT,Engineer,73.3,60,72.68,84.83,4.0,84.7,48,5.0,69,No
501,Ayaan Saxena 401,IT,Cybersecurity Specialist,60.8,60,74.28,95.08,4.3,94.61,47,3.6,81,No
502,Riya Mishra 402,IT,Developer,60.9,40,80.93,84.2,3.3,93.16,46,4.1,48,No
503,Sara Khan 403,HR,Recruitment Specialist,76.9,60,74.45,97.12,3.7,90.31,39,4.3,43,No
504,Aarav Sharma 404,IT,Cybersecurity Specialist,74.4,60,70.82,81.36,3.4,74.58,37,4.0,34,No
505,Ashley Marsh 405,IT,Software Engineer,78.6,60,62.97,98.31,4.6,90.27,48,4.0,4,No
506,Devansh Banerjee 406,Sales,Account Manager,81.5,60,78.48,89.22,3.6,82.38,41,3.5,70,No
507,Ashley Marsh 407,Sales,Account Manager,90.0,60,70.03,90.8,3.5,80.84,41,4.4,73,No
508,Meera Das 408,Sales,Account Manager,62.7,60,91.21,80.97,3.9,78.54,51,4.1,73,No
509,Ananya Singh 409,Sales,Account Manager,79.6,80,79.5,93.1,3.8,82.63,40,4.0,50,No
510,Jeffery Lopez 410,Finance,Financial Analyst,81.0,20,83.62,93.35,4.3,78.99,49,2.9,56,No
511,Troy Ford 411,Finance,Financial Analyst,68.3,80,75.51,85.73,4.6,85.36,53,4.3,57,No
512,Aarav Sharma 412,IT,Cybersecurity Specialist,73.5,60,80.01,73.06,4.6,82.62,49,4.4,35,No
513,Peggy Mann 413,Support,Helpdesk,68.6,60,69.09,80.21,3.7,85.76,41,2.3,9,No
514,Ayaan Saxena 414,Marketing,Content Lead,97.3,80,66.22,80.21,4.1,88.43,39,4.4,49,Yes
515,Norman Lane 415,Support,Support Engineer,73.3,60,78.15,91.15,4.8,81.65,49,3.9,36,No
516,Rohan Pillai 416,Sales,Account Manager,77.4,40,83.7,84.74,4.8,78.1,54,3.0,19,No
517,Aditi Sen 417,IT,Tester,68.8,60,58.54,84.88,3.4,67.95,47,3.4,12,No
518,Megan Williams 418,HR,HR Manager,66.2,60,73.01,84.04,4.3,90.17,41,3.3,74,No
519,Rita Walker 419,Finance,Financial Analyst,56.4,60,96.42,98.29,4.2,84.63,47,3.5,18,No
520,Myra Nair 420,HR,Recruitment Specialist,85.2,40,82.79,88.32,4.5,82.59,47,4.3,55,No
521,Kabir Mehta 421,Finance,Accountant,81.2,40,93.38,89.38,4.6,93.38,47,4.4,44,No
522,Judith Ware 422,Sales,Account Manager,68.4,60,71.66,83.66,3.3,73.69,42,4.3,59,No
523,Arjun Rao 423,Finance,Accountant,61.2,60,73.42,87.79,3.5,84.45,39,3.8,67,No
524,Norman Lane 424,Finance,Financial Analyst,74.2,60,87.67,81.17,4.4,76.29,38,5.0,56,No
525,Megan Williams 425,Finance,Auditor,66.0,60,84.24,90.41,4.0,89.25,51,2.5,53,No
526,Avani Bhat 426,IT,Cybersecurity Specialist,69.3,60,77.06,79.97,2.6,66.19,54,3.4,36,No
527,Vivaan Gupta 427,IT,Data Analyst,56.8,40,65.37,93.21,2.9,90.43,48,4.2,82,No
528,Brenda Bauer 428,IT,Engineer,74.6,60,89.57,82.86,4.3,90.1,45,3.6,36,No
529,Sara Khan 429,Sales,Account Manager,74.8,80,100.0,94.64,4.4,76.62,44,3.8,13,No
530,Joel Fuller 430,IT,Cybersecurity Specialist,85.1,60,62.28,100.0,3.1,84.53,35,4.0,43,No
531,Aarav Sharma 431,Sales,Account Manager,70.2,80,92.04,88.01,4.6,76.79,41,3.8,82,No
532,Ananya Singh 432,IT,Developer,68.0,80,73.32,97.18,3.8,87.42,40,3.2,41,No
533,Saanvi Iyer 433,Sales,Business Development,53.3,80,74.67,93.26,3.3,90.56,41,4.5,0,No
534,Kavya Menon 434,HR,HR Manager,85.2,60,80.7,77.97,3.6,75.96,49,4.5,22,No
535,Aditi Sen 435,Sales,Business Development,82.7,60,65.94,88.78,3.2,73.63,40,4.9,63,No
536,Megan Williams 436,IT,Engineer,72.3,80,77.63,91.51,3.5,92.77,52,2.9,27,No
537,Peggy Mann 437,IT,Software Engineer,56.0,60,61.89,92.18,2.8,99.53,36,4.5,3,No
538,Peter Mckee 438,Marketing,Content Lead,57.4,60,82.76,89.25,3.9,87.96,43,3.5,40,No
539,Christopher Benson 439,Support,Support Engineer,65.4,40,100.0,89.16,4.3,88.55,40,3.9,59,No
540,Anna Dominguez 440,Marketing,Content Strategist,83.6,60,71.6,88.04,3.1,81.34,51,3.6,17,No
541,Anna Dominguez 441,Marketing,Content Lead,75.5,60,76.31,88.93,3.9,85.44,45,3.4,62,No
542,Aditya Kumar 442,IT,Software Engineer,54.1,60,76.81,79.43,3.4,86.81,38,4.4,60,No
543,Kabir Mehta 443,Finance,Auditor,76.9,60,87.86,86.35,4.3,82.54,41,5.0,48,No
544,Christopher Benson 444,Sales,Sales Executive,61.9,100,82.06,77.83,2.5,94.8,49,5.0,46,No
545,Rohan Pillai 445,Sales,Sales Executive,65.7,100,87.2,84.52,4.3,85.41,51,4.6,38,No
546,Manish Badami 446,Finance,Auditor,83.7,80,72.94,83.86,2.8,86.44,46,3.3,81,No
547,Steven Barnett 447,Finance,Accountant,81.2,100,82.34,83.42,3.8,82.7,47,3.9,5,No
548,Troy Ford 448,Finance,Financial Analyst,85.1,100,44.32,80.64,3.5,83.52,47,4.0,82,Yes
549,Ananya Singh 449,HR,HR Executive,71.7,80,84.67,89.88,3.7,93.75,42,4.3,52,No
550,Ayaan Saxena 450,IT,Cybersecurity Specialist,82.6,40,65.82,85.77,3.0,85.17,41,4.4,75,No
551,Vivaan Gupta 451,HR,HR Executive,65.0,60,74.72,85.06,4.9,85.35,38,3.7,24,No
552,Sara Khan 452,Finance,Financial Analyst,68.9,60,85.45,78.15,3.1,85.46,37,4.8,64,No
553,Troy Ford 453,Finance,Financial Analyst,68.1,40,62.64,85.91,3.2,81.08,51,5.0,4,No
554,Diya Patel 454,HR,HR Manager,72.3,80,88.89,96.02,5.0,72.74,50,4.2,64,No
555,Ashley Marsh 455,Finance,Financial Analyst,56.6,40,76.76,96.13,4.1,96.58,53,3.7,7,No
556,Devansh Banerjee 456,HR,HR Manager,69.3,60,92.53,90.61,3.1,92.55,36,4.6,38,No
557,Arjun Rao 457,Marketing,SEO Analyst,89.4,40,68.97,85.93,3.8,93.99,48,4.7,42,No
558,Rohan Pillai 458,IT,Engineer,58.9,60,59.87,91.91,3.8,75.42,50,4.4,81,No
559,Arjun Rao 459,IT,Tester,56.0,60,77.71,83.33,2.9,95.56,51,4.0,72,No
560,Sara Snyder 460,Marketing,Content Strategist,57.0,60,83.87,85.91,3.4,99.73,38,4.8,4,No
561,David Williams 461,IT,Data Analyst,100.0,60,84.71,82.8,3.9,92.36,42,3.4,3,No
562,Jeffery Lopez 462,Finance,Accountant,77.6,60,66.65,94.36,4.7,97.18,43,4.0,0,No
563,Ishaan Malhotra 463,IT,Tester,68.8,60,61.75,93.46,3.8,90.38,50,5.0,55,No
564,Brenda Bauer 464,Marketing,Content Lead,72.8,80,74.88,87.76,3.8,77.23,50,4.0,44,No
565,David Williams 465,Support,Helpdesk,74.7,60,83.16,100.0,3.4,88.06,51,4.0,64,No
566,Peggy Mann 466,IT,Cybersecurity Specialist,64.3,40,82.66,90.89,4.6,75.84,37,4.1,2,No
567,Megan Williams 467,Finance,Accountant,65.8,20,93.72,90.49,4.4,79.22,51,3.5,21,No
568,Saanvi Iyer 468,Sales,Account Manager,70.1,80,74.27,89.74,4.4,86.53,52,3.3,71,No
569,Diya Patel 469,Finance,Accountant,63.3,60,59.55,79.16,4.0,85.46,52,3.7,55,No
570,Megan Williams 470,Marketing,SEO Specialist,67.2,40,89.97,81.74,2.9,87.7,40,3.9,17,No
571,Aditi Sen 471,Sales,Sales Executive,76.2,40,79.95,87.62,4.6,69.66,40,4.7,24,No
572,Christopher Benson 472,Sales,Sales Executive,60.0,80,80.82,87.68,3.9,82.77,35,4.2,47,No
573,Judith Ware 473,Sales,Business Development,100.0,60,85.67,92.13,3.7,88.39,50,4.9,83,No
574,Jasmine Gonzalez 474,Finance,Accountant,81.0,60,90.64,83.32,4.2,89.99,51,4.3,30,No
575,David Williams 475,IT,Data Analyst,56.8,60,77.77,88.49,4.0,90.51,38,4.5,29,No
576,Rita Walker 476,Finance,Auditor,42.3,40,89.77,88.62,3.3,86.01,50,4.4,79,No
577,Pari Joshi 477,Sales,Business Development,63.7,60,83.52,88.9,3.7,80.97,54,5.0,65,No
578,Reyansh Reddy 478,HR,Employee Relations,80.2,60,71.44,88.11,2.8,88.01,36,4.0,80,No
579,Troy Ford 479,Finance,Financial Analyst,77.9,60,75.67,78.17,4.0,81.6,46,4.1,9,No
580,Peggy Mann 480,IT,Engineer,70.7,80,84.17,72.17,4.7,91.21,50,3.4,70,No
581,Kabir Mehta 481,Support,Support Engineer,64.8,60,70.91,81.41,2.8,87.42,40,4.5,58,No
582,Ashley Marsh 482,HR,Employee Relations,61.2,60,86.86,84.28,4.0,83.51,50,3.7,50,No
583,Nicole Roberts 483,IT,Developer,67.2,60,79.58,79.75,4.3,77.85,41,4.4,8,No
584,Myra Nair 484,Marketing,Content Lead,59.9,60,81.82,87.61,4.4,92.96,48,4.1,53,No
585,Myra Nair 485,Marketing,SEO Analyst,67.2,60,92.41,95.63,3.5,88.47,37,3.3,61,No
586,Ananya Singh 486,HR,Recruitment Specialist,88.0,60,81.57,93.08,3.2,100.0,35,4.1,80,No
587,Ayaan Saxena 487,Finance,Financial Analyst,62.7,60,78.71,91.26,3.5,88.21,51,3.7,8,No
588,Christopher Benson 488,Marketing,Content Lead,79.3,60,77.17,94.9,4.6,88.88,54,3.1,8,No
589,Sara Khan 489,Marketing,Marketing Executive,81.2,60,76.65,81.53,2.9,72.28,38,4.2,23,No
590,David Williams 490,Marketing,SEO Analyst,59.0,100,81.12,84.8,3.2,86.48,41,5.0,38,No
591,Connie Bailey 491,Finance,Financial Analyst,61.9,40,91.63,92.3,3.6,81.47,41,3.4,74,No
592,Taylor Morris 492,HR,HR Executive,84.8,40,71.88,84.68,3.3,90.61,38,2.4,7,No
593,Peggy Mann 493,Sales,Account Manager,60.9,40,71.13,85.06,3.9,86.68,41,5.0,24,No
594,Reyansh Reddy 494,Marketing,Content Strategist,71.3,60,90.85,100.0,4.7,91.88,42,3.0,65,No
595,Myra Nair 495,IT,Tester,96.5,40,72.34,88.67,3.2,100.0,43,5.0,9,No
596,Jasmine Gonzalez 496,Sales,Account Manager,83.8,60,80.16,100.0,3.8,77.61,49,4.8,23,No
597,Brenda Bauer 497,Finance,Auditor,73.0,60,72.08,75.24,3.9,91.57,38,4.0,79,No
598,Arjun Rao 498,Finance,Accountant,82.1,60,61.21,83.58,3.7,89.47,52,3.6,82,No
599,Jeffery Lopez 499,Marketing,Content Strategist,71.3,40,79.98,90.86,3.0,99.83,46,4.7,58,No
600,Aditya Kumar 500,HR,HR Manager,84.2,60,89.15,88.66,3.5,89.64,40,4.1,30,No
601,Ishaan Malhotra 501,IT,Cybersecurity Specialist,47.4,40,77.38,73.61,3.5,88.81,38,5.0,10,No
602,Clinton Scott 502,IT,Data Analyst,70.3,40,63.18,86.39,4.3,90.81,38,4.3,5,No
603,Connie Bailey 503,Finance,Auditor,47.0,60,79.09,100.0,4.2,91.37,52,5.0,69,No
604,Pari Joshi 504,IT,Data Analyst,73.9,60,70.44,89.73,3.0,95.63,35,4.5,31,No
605,Rita Walker 505,IT,Engineer,69.2,40,51.8,92.23,3.7,77.44,40,4.8,38,No
606,Ayaan Saxena 506,Marketing,SEO Analyst,88.3,60,77.19,83.49,3.6,80.86,43,4.2,47,No
607,Vivaan Gupta 507,IT,Engineer,80.5,60,83.18,89.7,5.0,97.88,51,4.0,12,No
608,Shannon Clark 508,IT,Engineer,65.7,60,89.78,87.91,4.1,68.33,45,3.7,58,No
609,Troy Ford 509,Sales,Business Development,67.1,80,95.57,95.83,3.3,83.32,43,3.5,66,No
