Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Rarely,1375,Research & Development,27,3,Medical,1,242,3,Female,92,3,1,Data Analyst,1,Married,13289,4588,7,Y,No,13,2,4,80,1,16,5,2,8,7,4,7
39,No,Travel_Rarely,612,Research & Development,24,1,Human Resources,1,243,4,Male,81,3,1,HR Manager,4,Single,11155,10128,3,Y,No,19,3,2,80,1,13,2,3,8,8,7,6
59,No,Travel_Rarely,383,Sales,26,3,Life Sciences,1,244,3,Female,88,4,3,Sales Executive,3,Married,4225,24378,1,Y,No,21,3,1,80,0,4,1,2,3,1,2,3
32,No,Travel_Frequently,825,Research & Development,27,3,Medical,1,245,2,Male,89,3,1,Data Analyst,3,Married,15077,24324,8,Y,No,20,5,4,80,1,12,6,3,4,1,2,2
35,No,Travel_Frequently,223,Sales,22,2,Life Sciences,1,246,1,Other,49,2,1,Sales Executive,1,Divorced,11023,18969,3,Y,No,22,3,3,80,1,18,6,3,15,14,9,13
51,No,Travel_Rarely,1320,Sales,8,2,Technical Degree,1,247,3,Female,62,4,2,Account Manager,3,Married,12713,9980,8,Y,Yes,11,4,4,80,1,9,1,2,1,0,0,0
34,No,Travel_Rarely,1455,Research & Development,21,3,Marketing,1,248,4,Female,41,3,4,Helpdesk,2,Single,4168,18958,8,Y,No,11,2,4,80,2,12,0,4,10,7,5,9
31,No,Travel_Rarely,413,Research & Development,2,1,Marketing,1,249,1,Male,50,1,1,Content Lead,4,Divorced,8280,19536,4,Y,Yes,13,3,3,80,0,4,1,4,2,0,1,1
46,No,Travel_Rarely,709,Sales,17,2,Other,1,250,2,Female,85,3,1,Sales Executive,1,Married,13943,20952,5,Y,Yes,23,3,2,80,1,11,5,3,7,7,1,6
47,No,Travel_Rarely,165,Research & Development,28,3,Medical,1,251,3,Male,52,1,1,Cybersecurity Specialist,3,Single,3779,23297,5,Y,Yes,22,3,1,80,0,22,0,3,15,14,3,14
31,No,Travel_Rarely,344,Research & Development,24,5,Life Sciences,1,252,1,Female,49,3,1,Employee Relations,2,Single,11153,23994,4,Y,No,17,4,3,80,1,22,2,2,14,14,6,14
58,No,Travel_Frequently,1073,Research & Development,17,3,Life Sciences,1,253,1,Female,78,4,2,Marketing Executive,2,Single,4349,3400,9,Y,Yes,22,4,1,80,1,14,0,2,11,8,8,9
54,No,Non-Travel,458,Research & Development,26,5,Human Resources,1,254,2,Female,76,3,5,Software Engineer,3,Divorced,8495,13023,6,Y,No,22,4,4,80,1,19,2,3,12,12,8,12
39,No,Travel_Rarely,1444,Research & Development,25,3,Medical,1,255,1,Female,99,2,2,Developer,1,Married,13977,16338,6,Y,No,23,3,4,80,1,24,2,4,15,12,2,14
26,No,Travel_Rarely,225,Research & Development,20,2,Medical,1,256,1,Female,74,4,1,Recruitment Specialist,2,Married,4478,3961,6,Y,Yes,16,3,4,80,0,11,5,3,7,6,0,5
58,No,Travel_Rarely,831,Research & Development,6,3,Life Sciences,1,257,4,Female,64,4,3,Financial Analyst,3,Married,3234,8599,5,Y,Yes,25,3,1,80,1,21,3,3,13,12,8,12
48,No,Travel_Rarely,1484,Research & Development,6,3,Other,1,258,1,Female,56,2,1,Employee Relations,1,Married,13228,21037,1,Y,Yes,22,2,3,80,0,11,5,4,9,6,7,9
21,No,Non-Travel,382,Sales,19,3,Other,1,259,3,Male,76,3,1,Business Development,1,Divorced,15220,6753,7,Y,Yes,23,4,3,80,0,17,0,2,10,9,6,10
55,No,Travel_Rarely,129,Research & Development,1,1,Life Sciences,1,260,4,Female,61,4,2,Support Engineer,2,Married,11237,2828,9,Y,No,15,4,4,80,2,13,1,2,9,8,5,8
28,No,Travel_Rarely,431,Research & Development,6,3,Other,1,261,4,Male,58,2,1,Developer,1,Married,5148,17418,3,Y,No,21,3,1,80,0,16,1,3,9,6,6,9
27,No,Travel_Rarely,867,Research & Development,26,1,Marketing,1,262,3,Female,82,2,2,SEO Specialist,4,Single,13058,20949,5,Y,No,14,4,2,80,1,15,6,2,6,6,2,5
31,No,Travel_Frequently,484,Research & Development,5,3,Medical,1,263,4,Female,85,3,1,Accountant,2,Married,9420,25532,6,Y,No,15,4,3,80,0,8,5,2,8,5,0,7
59,No,Travel_Frequently,1348,Research & Development,4,2,Marketing,1,264,2,Female,72,2,4,Financial Analyst,1,Married,3705,26173,0,Y,No,15,3,2,80,0,17,6,4,9,6,5,9
24,No,Travel_Frequently,1420,Research & Development,25,3,Technical Degree,1,265,2,Male,33,2,1,Developer,4,Single,12147,6876,5,Y,Yes,21,3,4,80,1,16,5,4,12,12,9,12
45,No,Travel_Frequently,1363,Research & Development,13,3,Technical Degree,1,266,3,Male,93,3,2,Accountant,4,Married,3430,20958,7,Y,No,22,5,4,80,0,16,6,2,14,11,2,13
32,No,Travel_Frequently,1116,Research & Development,20,1,Life Sciences,1,267,1,Female,52,2,1,Employee Relations,2,Married,8089,8741,4,Y,No,17,3,4,80,3,8,5,3,7,4,4,6
46,No,Travel_Rarely,468,Research & Development,17,3,Human Resources,1,268,4,Female,89,3,1,Software Engineer,3,Married,4255,6178,7,Y,No,20,3,3,80,2,6,2,3,4,1,1,3
58,No,Travel_Rarely,1057,Research & Development,26,3,Life Sciences,1,269,3,Other,59,2,2,Employee Relations,1,Married,13110,15227,5,Y,No,16,3,2,80,3,14,0,1,14,14,2,12
32,No,Travel_Frequently,868,Research & Development,13,4,Medical,1,270,4,Male,72,1,4,Employee Relations,4,Single,12747,14167,6,Y,No,25,3,3,80,3,9,4,3,4,1,3,4
57,No,Travel_Frequently,744,Research & Development,22,4,Life Sciences,1,271,2,Female,77,3,2,Tester,2,Married,9871,8349,8,Y,No,23,3,2,80,1,12,1,3,6,4,1,6
44,No,Travel_Rarely,1043,Research & Development,16,3,Marketing,1,272,2,Male,36,3,3,Content Lead,1,Married,4512,12838,6,Y,No,25,3,1,80,2,23,4,4,14,14,9,14
36,No,Travel_Rarely,1194,Research & Development,13,3,Life Sciences,1,273,3,Female,60,4,1,Employee Relations,3,Married,11725,15336,1,Y,No,19,3,3,80,1,17,0,2,11,11,7,11
33,No,Travel_Rarely,381,Research & Development,23,2,Marketing,1,274,4,Female,48,2,1,HR Executive,1,Single,4602,26736,7,Y,Yes,24,3,2,80,0,5,1,3,4,2,1,4
45,No,Travel_Rarely,404,Research & Development,1,2,Technical Degree,1,275,2,Male,81,1,1,Developer,3,Single,7298,16528,0,Y,Yes,13,4,1,80,2,13,4,4,11,8,8,10
24,No,Travel_Rarely,358,Research & Development,25,2,Other,1,276,4,Male,97,1,2,Cybersecurity Specialist,1,Married,7059,24336,0,Y,No,17,5,2,80,0,10,6,4,7,4,5,6
31,Yes,Travel_Rarely,1290,Research & Development,10,3,Marketing,1,277,2,Female,35,3,4,Auditor,1,Divorced,4675,22368,9,Y,Yes,16,3,4,80,1,17,1,4,8,5,7,6
52,No,Non-Travel,788,Sales,18,2,Other,1,278,2,Male,89,3,2,Account Manager,3,Married,6282,17476,5,Y,No,13,4,3,80,1,14,5,1,8,7,2,8
27,No,Travel_Rarely,1393,Research & Development,23,1,Medical,1,279,2,Male,41,4,2,Auditor,3,Divorced,8976,23969,7,Y,No,21,4,1,80,1,23,3,3,14,13,9,13
31,No,Travel_Rarely,631,Research & Development,27,3,Life Sciences,1,280,2,Female,67,4,4,Cybersecurity Specialist,2,Divorced,11272,25000,9,Y,Yes,17,3,1,80,1,15,3,4,8,8,1,8
48,No,Travel_Rarely,527,Research & Development,24,3,Medical,1,281,1,Female,42,1,2,Cybersecurity Specialist,2,Married,6076,7682,0,Y,Yes,22,4,3,80,0,10,6,3,2,0,1,0
43,No,Travel_Rarely,236,Research & Development,24,3,Marketing,1,282,3,Male,57,4,2,Data Analyst,3,Married,5288,17194,0,Y,Yes,17,2,2,80,2,19,2,3,14,14,3,12
43,No,Travel_Rarely,802,Research & Development,17,1,Marketing,1,283,4,Female,34,2,1,Employee Relations,4,Single,10560,19979,4,Y,Yes,20,3,3,80,3,16,0,3,10,8,1,8
48,No,Travel_Rarely,1385,Research & Development,26,3,Marketing,1,284,2,Male,75,3,1,Auditor,1,Married,7787,23431,2,Y,Yes,11,3,4,80,1,9,1,4,2,0,0,1
46,No,Travel_Rarely,549,Research & Development,17,3,Marketing,1,285,2,Female,75,3,3,Data Analyst,3,Married,9767,23277,9,Y,Yes,16,3,2,80,0,8,4,2,2,0,1,0
45,No,Travel_Frequently,204,Sales,10,3,Marketing,1,286,2,Female,56,1,3,Account Manager,4,Single,11773,9256,9,Y,Yes,24,3,3,80,1,8,1,4,2,2,0,2
49,No,Travel_Frequently,398,Research & Development,20,2,Life Sciences,1,287,3,Male,55,2,3,Tester,4,Single,10064,6641,0,Y,No,25,4,3,80,0,12,1,3,4,1,1,2
39,No,Travel_Rarely,931,Sales,2,3,Human Resources,1,288,4,Other,91,3,1,Business Development,2,Married,3171,13047,1,Y,No,24,2,3,80,1,14,5,2,5,4,0,3
53,No,Travel_Rarely,196,Research & Development,10,4,Medical,1,289,3,Male,97,3,1,Developer,2,Married,13400,17726,3,Y,No,21,5,2,80,0,9,4,3,4,1,2,2
56,Yes,Travel_Rarely,911,Sales,28,2,Technical Degree,1,290,3,Male,41,2,3,Sales Executive,1,Single,4060,7642,7,Y,Yes,17,3,2,80,1,15,5,2,15,14,5,15
34,No,Travel_Rarely,104,Sales,20,5,Technical Degree,1,291,2,Male,81,3,4,Account Manager,2,Divorced,9402,5278,5,Y,Yes,23,4,4,80,2,7,4,2,5,2,4,5
34,No,Non-Travel,1264,Research & Development,6,3,Medical,1,292,4,Male,66,2,3,Accountant,1,Married,12572,7618,3,Y,Yes,12,3,4,80,2,8,5,4,4,4,0,2
55,No,Travel_Rarely,1499,Research & Development,3,2,Life Sciences,1,293,2,Female,54,3,1,HR Manager,3,Single,4643,3308,6,Y,No,20,3,4,80,3,15,3,2,7,4,2,6
50,No,Travel_Frequently,611,Sales,10,3,Medical,1,294,3,Female,68,3,1,Sales Executive,1,Married,7009,4781,8,Y,No,25,3,2,80,0,10,2,4,10,10,2,9
48,No,Travel_Frequently,986,Research & Development,28,1,Marketing,1,295,1,Male,96,4,4,Tester,2,Married,5110,25050,5,Y,No,13,3,1,80,3,2,4,2,1,0,0,0
37,No,Travel_Rarely,1029,Sales,19,2,Human Resources,1,296,1,Female,48,4,1,Sales Executive,2,Single,4129,2384,0,Y,No,19,2,1,80,1,16,1,4,14,11,4,12
23,No,Travel_Rarely,283,Research & Development,27,3,Medical,1,297,3,Female,53,4,1,HR Manager,4,Married,10690,7584,7,Y,Yes,18,3,2,80,1,16,6,3,13,11,2,11
36,Yes,Travel_Rarely,1324,Research & Development,17,4,Other,1,298,2,Male,80,2,2,HR Manager,2,Married,4939,7066,2,Y,Yes,21,2,2,80,1,6,3,4,1,1,0,0
50,No,Travel_Rarely,445,Research & Development,12,4,Life Sciences,1,299,2,Female,74,3,1,Financial Analyst,4,Married,4178,12652,4,Y,Yes,11,3,4,80,1,8,0,3,2,0,1,1
49,No,Travel_Rarely,1153,Research & Development,21,3,Marketing,1,300,4,Female,37,3,1,Cybersecurity Specialist,2,Divorced,8576,16526,1,Y,Yes,13,5,1,80,0,19,3,1,13,11,3,12
35,Yes,Travel_Rarely,923,Research & Development,12,2,Medical,1,301,4,Female,74,4,1,Data Analyst,4,Married,5717,9883,0,Y,Yes,13,1,3,80,3,2,6,2,1,0,0,1
45,No,Travel_Rarely,223,Research & Development,23,3,Medical,1,302,1,Female,31,2,4,Recruitment Specialist,1,Single,13088,23213,6,Y,No,21,3,3,80,0,14,3,1,12,11,2,12
58,No,Travel_Rarely,569,Research & Development,28,3,Marketing,1,303,2,Male,59,3,1,Accountant,1,Married,12307,21002,2,Y,No,22,4,2,80,0,15,3,3,15,13,6,14
58,No,Travel_Rarely,1020,Research & Development,27,4,Life Sciences,1,304,3,Male,96,3,4,Data Analyst,1,Married,5204,11707,3,Y,Yes,13,3,3,80,0,10,5,3,10,9,2,10
43,No,Travel_Rarely,423,Sales,6,4,Human Resources,1,305,2,Male,74,2,1,Sales Executive,4,Married,7115,16938,1,Y,No,12,3,2,80,1,17,1,4,12,11,9,12
45,No,Travel_Frequently,383,Research & Development,12,4,Human Resources,1,306,2,Male,55,3,3,Tester,1,Divorced,12940,23134,3,Y,No,15,3,1,80,2,15,4,3,12,9,3,10
27,No,Travel_Rarely,1113,Research & Development,20,3,Marketing,1,307,3,Male,46,2,4,Auditor,3,Single,12377,4760,8,Y,No,24,3,2,80,0,19,2,1,10,9,1,10
42,No,Travel_Frequently,1416,Research & Development,6,3,Technical Degree,1,308,1,Male,67,2,2,Accountant,1,Divorced,14814,21133,8,Y,No,24,2,1,80,0,16,6,4,13,12,1,11
37,No,Travel_Rarely,941,Research & Development,3,2,Life Sciences,1,309,3,Female,96,2,3,Software Engineer,1,Divorced,10142,14303,0,Y,Yes,23,3,3,80,0,22,5,4,14,12,8,12
38,No,Travel_Frequently,172,Research & Development,3,5,Technical Degree,1,310,2,Male,86,1,1,Cybersecurity Specialist,4,Divorced,9404,23792,6,Y,No,13,3,2,80,2,18,6,4,11,10,0,10
30,No,Travel_Rarely,1374,Research & Development,23,2,Other,1,311,3,Male,62,1,2,Developer,1,Married,12061,17485,2,Y,No,22,4,2,80,0,5,6,4,3,3,0,3
30,No,Travel_Rarely,1250,Research & Development,9,1,Technical Degree,1,312,4,Other,93,3,2,Content Lead,2,Married,3113,11215,4,Y,Yes,13,4,4,80,0,8,0,3,6,4,1,5
27,No,Travel_Rarely,996,Sales,1,2,Technical Degree,1,313,4,Male,52,4,4,Business Development,4,Single,11055,26607,4,Y,Yes,21,4,2,80,0,17,2,3,10,7,0,8
58,No,Travel_Rarely,321,Sales,4,4,Life Sciences,1,314,4,Female,41,3,2,Business Development,1,Married,6531,12639,3,Y,Yes,11,3,1,80,3,12,5,2,11,9,2,11
47,Yes,Travel_Rarely,430,Research & Development,12,3,Technical Degree,1,315,4,Female,37,2,1,Software Engineer,3,Married,6594,23582,0,Y,Yes,16,3,3,80,0,15,1,2,6,5,1,5
53,No,Travel_Rarely,252,Research & Development,26,3,Marketing,1,316,3,Male,67,2,1,Cybersecurity Specialist,4,Married,6068,11940,8,Y,Yes,24,3,2,80,3,5,2,2,1,1,0,0
21,No,Travel_Frequently,1454,Sales,5,5,Medical,1,317,1,Female,62,3,4,Business Development,1,Married,8846,18923,4,Y,No,20,3,3,80,1,11,5,2,6,5,2,5
54,No,Travel_Rarely,396,Research & Development,18,4,Marketing,1,318,1,Female,77,4,1,Content Lead,3,Single,10923,15453,1,Y,Yes,24,3,1,80,0,9,6,4,5,4,4,3
24,No,Travel_Frequently,680,Research & Development,16,2,Medical,1,319,4,Female,74,2,2,Recruitment Specialist,4,Married,14001,21321,1,Y,Yes,19,4,3,80,1,7,2,2,7,5,0,6
37,No,Travel_Rarely,830,Research & Development,10,2,Human Resources,1,320,2,Female,52,3,2,Auditor,2,Divorced,7033,23268,3,Y,No,16,3,2,80,1,10,0,2,6,5,1,5
24,No,Travel_Rarely,1180,Research & Development,12,4,Technical Degree,1,321,3,Female,72,3,1,HR Manager,2,Married,11944,14664,1,Y,No,23,3,2,80,0,20,3,3,12,12,0,12
46,No,Travel_Rarely,1126,Research & Development,11,4,Human Resources,1,322,2,Male,54,4,1,Engineer,1,Married,5576,9778,4,Y,Yes,16,3,1,80,2,21,4,4,12,9,5,10
24,No,Non-Travel,1003,Research & Development,19,3,Human Resources,1,323,4,Other,44,3,3,Financial Analyst,3,Married,7662,7093,1,Y,No,14,4,3,80,1,8,6,2,7,5,2,5
21,No,Travel_Rarely,670,Research & Development,5,3,Life Sciences,1,324,3,Female,39,3,3,Auditor,2,Single,6615,8982,3,Y,No,11,3,2,80,3,4,4,3,2,2,0,2
27,No,Travel_Rarely,903,Sales,24,2,Technical Degree,1,325,4,Female,49,1,2,Sales Executive,3,Single,4292,15470,3,Y,No,12,3,1,80,1,17,5,4,12,11,6,11
50,No,Travel_Rarely,794,Sales,3,4,Human Resources,1,326,3,Male,45,2,3,Business Development,2,Married,6716,10213,2,Y,Yes,12,4,3,80,2,3,2,4,1,0,0,0
29,No,Travel_Frequently,690,Research & Development,28,3,Medical,1,327,4,Female,86,3,2,Cybersecurity Specialist,4,Single,12020,6120,9,Y,Yes,20,2,2,80,1,19,0,3,14,11,5,14
55,No,Travel_Rarely,268,Sales,19,3,Medical,1,328,1,Other,75,3,1,Business Development,2,Divorced,3076,11773,6,Y,Yes,23,3,1,80,1,13,4,2,7,7,2,7
28,No,Travel_Rarely,1197,Research & Development,6,1,Other,1,329,3,Female,30,4,3,Developer,3,Divorced,6466,3065,1,Y,No,11,4,4,80,2,11,4,4,9,9,6,7
44,No,Travel_Frequently,670,Research & Development,24,4,Life Sciences,1,330,1,Other,54,3,5,Developer,3,Married,14640,20976,4,Y,No,12,4,1,80,0,5,4,3,2,0,0,2
39,No,Travel_Rarely,1285,Research & Development,17,3,Human Resources,1,331,4,Female,85,2,1,HR Executive,1,Married,5691,4554,1,Y,No,25,1,1,80,0,17,2,3,12,11,4,11
56,No,Non-Travel,188,Research & Development,23,2,Human Resources,1,332,3,Male,75,3,5,Accountant,4,Married,14416,2345,8,Y,No,15,3,1,80,1,7,1,3,7,6,0,6
47,No,Travel_Rarely,1441,Research & Development,13,3,Human Resources,1,333,2,Male,88,3,5,Developer,2,Married,4121,12165,5,Y,No,14,3,1,80,1,3,2,4,3,2,1,2
52,No,Travel_Rarely,169,Research & Development,7,3,Other,1,334,2,Other,91,3,1,HR Manager,4,Single,12049,16236,7,Y,No,18,3,3,80,1,10,2,4,6,4,2,4
34,No,Travel_Rarely,922,Research & Development,19,3,Other,1,335,3,Male,90,4,4,Content Lead,4,Single,10139,6910,5,Y,No,13,3,4,80,1,10,1,1,3,3,2,2
38,No,Travel_Rarely,968,Research & Development,19,3,Life Sciences,1,336,1,Male,37,2,3,Cybersecurity Specialist,3,Married,9893,2466,2,Y,Yes,14,5,2,80,0,13,5,3,13,10,6,13
48,No,Travel_Frequently,711,Research & Development,25,3,Technical Degree,1,337,4,Male,70,3,2,Developer,1,Divorced,6077,12737,6,Y,Yes,18,3,3,80,0,10,6,4,10,8,2,8
49,No,Travel_Rarely,1099,Research & Development,26,4,Human Resources,1,338,1,Male,44,2,1,Engineer,4,Single,4936,5383,1,Y,Yes,11,3,1,80,1,13,4,4,13,13,4,11
36,No,Travel_Frequently,195,Research & Development,12,1,Other,1,339,1,Male,73,2,2,Support Engineer,3,Married,10198,18536,3,Y,Yes,22,3,2,80,0,20,6,3,11,8,3,9
55,Yes,Travel_Frequently,889,Sales,11,2,Human Resources,1,340,3,Female,30,2,3,Sales Executive,2,Divorced,3685,25865,9,Y,Yes,17,2,1,80,1,11,2,1,11,8,3,10
51,No,Non-Travel,1498,Research & Development,17,2,Marketing,1,341,2,Female,94,3,1,Financial Analyst,3,Single,4723,14082,4,Y,No,16,3,4,80,0,19,6,4,11,10,6,11
24,No,Travel_Rarely,452,Research & Development,17,3,Medical,1,342,4,Female,63,4,2,Marketing Executive,1,Married,3910,6202,3,Y,Yes,15,3,1,80,0,6,3,4,5,4,0,3
57,No,Travel_Rarely,1114,Sales,18,3,Other,1,343,1,Female,33,1,3,Business Development,3,Divorced,3536,9369,1,Y,No,11,4,2,80,0,20,4,3,15,12,6,13
37,No,Travel_Rarely,967,Research & Development,15,4,Technical Degree,1,344,2,Male,31,4,1,Accountant,4,Married,12125,4511,1,Y,Yes,25,3,3,80,0,3,5,3,2,1,0,0
59,No,Travel_Rarely,693,Sales,6,3,Technical Degree,1,345,1,Female,68,2,4,Account Manager,3,Single,13792,13150,5,Y,No,12,3,4,80,2,12,4,4,8,7,7,8
46,No,Non-Travel,1343,Research & Development,8,3,Technical Degree,1,346,3,Male,83,3,5,Content Lead,3,Married,8893,4416,8,Y,No,15,3,4,80,1,18,4,3,14,14,7,14
59,No,Travel_Frequently,496,Research & Development,11,5,Human Resources,1,347,3,Male,39,3,2,Auditor,3,Married,13063,16561,6,Y,Yes,24,3,2,80,0,16,2,4,8,5,2,7
24,No,Travel_Rarely,1197,Research & Development,26,2,Marketing,1,348,1,Male,71,3,1,Engineer,4,Married,7841,7037,7,Y,Yes,19,2,4,80,2,10,0,4,7,4,6,7
50,No,Travel_Rarely,598,Research & Development,13,4,Technical Degree,1,349,2,Male,74,2,4,Data Analyst,1,Single,12296,8247,5,Y,Yes,17,4,3,80,0,11,0,3,6,3,2,5
50,No,Travel_Frequently,1189,Research & Development,17,3,Life Sciences,1,350,1,Female,55,4,3,Helpdesk,2,Married,10146,7941,7,Y,Yes,24,4,4,80,1,4,1,4,1,0,0,1
42,No,Travel_Frequently,1393,Sales,28,3,Life Sciences,1,351,4,Other,56,3,1,Business Development,4,Married,4417,17310,9,Y,Yes,17,2,4,80,1,13,0,3,8,8,3,7
31,No,Travel_Rarely,606,Research & Development,17,3,Other,1,352,1,Female,68,4,2,Helpdesk,2,Divorced,4703,11792,3,Y,No,24,4,1,80,3,3,4,4,1,0,0,0
22,No,Travel_Frequently,1025,Research & Development,18,3,Medical,1,353,4,Male,54,4,1,Helpdesk,2,Married,11684,16839,9,Y,Yes,11,3,1,80,0,11,6,3,8,6,6,7
32,No,Travel_Rarely,246,Research & Development,28,2,Marketing,1,354,1,Female,58,4,1,Cybersecurity Specialist,4,Married,11438,8589,6,Y,No,23,3,3,80,0,19,6,4,11,10,5,9
50,No,Travel_Rarely,861,Sales,16,3,Technical Degree,1,355,4,Female,51,2,1,Sales Executive,4,Single,10894,13717,2,Y,No,18,3,1,80,0,2,3,3,2,0,1,1
56,No,Travel_Rarely,787,Research & Development,23,3,Marketing,1,356,2,Male,89,4,2,HR Manager,4,Divorced,2963,23498,2,Y,No,14,3,4,80,1,14,3,2,8,5,6,6
38,No,Travel_Frequently,195,Research & Development,16,4,Life Sciences,1,357,1,Male,81,4,4,Financial Analyst,4,Single,13823,10338,2,Y,No,25,1,3,80,0,12,4,3,10,8,0,10
46,No,Travel_Rarely,989,Research & Development,4,3,Other,1,358,1,Female,50,2,1,Financial Analyst,1,Single,11178,14805,9,Y,Yes,22,3,3,80,0,20,5,3,12,12,3,10
27,No,Travel_Rarely,1453,Sales,17,4,Technical Degree,1,359,4,Male,37,4,3,Account Manager,1,Single,4964,6547,4,Y,Yes,12,2,2,80,1,10,2,3,4,1,3,3
21,Yes,Travel_Rarely,744,Research & Development,8,3,Human Resources,1,360,3,Male,95,3,5,Support Engineer,3,Divorced,9148,3673,5,Y,Yes,17,1,1,80,0,8,6,3,7,7,6,5
46,No,Travel_Rarely,1329,Research & Development,20,3,Life Sciences,1,361,2,Female,47,3,2,Cybersecurity Specialist,2,Married,14639,6727,3,Y,No,16,3,2,80,3,9,2,3,5,5,2,4
43,No,Travel_Rarely,333,Research & Development,7,4,Medical,1,362,3,Male,44,1,3,Accountant,2,Divorced,7708,18554,4,Y,Yes,19,3,2,80,1,8,4,3,8,5,1,6
46,No,Travel_Frequently,782,Research & Development,27,3,Technical Degree,1,363,3,Male,32,1,4,Developer,4,Single,8961,14854,2,Y,Yes,22,3,1,80,1,12,4,3,12,10,0,12
26,No,Travel_Rarely,430,Research & Development,8,5,Medical,1,364,1,Male,88,3,3,Helpdesk,4,Married,3760,10572,7,Y,Yes,19,3,2,80,0,21,6,4,15,12,0,13
26,No,Travel_Frequently,582,Research & Development,1,3,Other,1,365,1,Male,84,2,3,Accountant,2,Married,3883,4678,9,Y,No,14,2,4,80,0,12,1,3,6,6,1,5
28,No,Travel_Rarely,1290,Sales,2,3,Marketing,1,366,1,Male,61,1,1,Business Development,4,Married,8362,5317,5,Y,No,15,3,1,80,1,21,2,4,14,14,5,12
44,No,Travel_Rarely,1105,Research & Development,13,1,Medical,1,367,3,Female,40,2,2,Developer,1,Married,3997,19127,3,Y,No,24,4,1,80,1,22,0,4,15,13,4,14
42,No,Travel_Rarely,599,Research & Development,2,3,Medical,1,368,2,Female,82,4,2,Engineer,3,Married,12250,11864,0,Y,Yes,23,3,2,80,0,11,5,4,5,4,0,4
39,No,Travel_Rarely,926,Research & Development,27,2,Human Resources,1,369,4,Female,58,3,2,Accountant,3,Divorced,13482,23312,9,Y,No,22,4,1,80,2,3,6,3,1,0,0,1
57,No,Travel_Frequently,848,Research & Development,5,3,Medical,1,370,4,Male,96,3,2,Tester,2,Married,8766,25998,2,Y,No,15,3,1,80,2,5,6,2,3,1,1,2
38,No,Travel_Rarely,849,Research & Development,5,2,Human Resources,1,371,4,Female,33,4,4,Support Engineer,1,Divorced,9120,7815,7,Y,No,24,4,1,80,1,11,5,4,10,10,2,9
51,No,Travel_Rarely,193,Research & Development,6,2,Medical,1,372,2,Female,38,2,4,Content Lead,1,Married,7549,10912,1,Y,Yes,18,3,4,80,0,9,0,4,9,7,6,9
57,Yes,Travel_Rarely,1303,Sales,18,2,Human Resources,1,373,3,Male,86,1,1,Business Development,4,Divorced,14060,6328,3,Y,Yes,11,2,1,80,1,22,2,1,15,15,8,14
50,No,Travel_Rarely,449,Research & Development,16,2,Life Sciences,1,374,3,Female,67,2,2,Support Engineer,4,Married,5729,9131,9,Y,No,16,3,2,80,0,19,6,4,14,11,8,12
53,No,Travel_Rarely,1362,Research & Development,24,2,Human Resources,1,375,2,Male,36,4,5,Data Analyst,4,Married,4933,24910,4,Y,Yes,15,3,3,80,0,13,3,4,9,8,5,9
30,No,Travel_Rarely,302,Sales,17,4,Life Sciences,1,376,1,Female,94,3,2,Sales Executive,3,Single,13525,11072,5,Y,No,12,3,2,80,0,5,4,3,5,2,2,5
57,No,Travel_Rarely,313,Research & Development,9,4,Life Sciences,1,377,2,Male,64,3,3,Engineer,3,Divorced,5462,17499,1,Y,No,14,3,4,80,0,7,5,4,3,3,0,2
32,No,Travel_Rarely,1389,Sales,21,3,Other,1,378,3,Female,76,3,2,Business Development,1,Single,14700,18941,6,Y,Yes,17,1,3,80,0,15,1,4,6,4,2,5
50,No,Travel_Rarely,206,Sales,26,4,Technical Degree,1,379,4,Female,63,2,2,Business Development,1,Single,6836,16696,8,Y,No,12,3,3,80,0,12,1,4,5,3,1,5
47,No,Travel_Rarely,950,Research & Development,8,2,Life Sciences,1,380,4,Male,92,3,1,Developer,1,Married,15189,17206,8,Y,Yes,16,4,3,80,2,22,5,2,15,12,1,13
59,No,Travel_Rarely,473,Research & Development,8,4,Technical Degree,1,381,4,Male,38,2,1,Developer,4,Married,5819,24287,3,Y,No,15,5,4,80,0,10,6,3,1,0,0,0
29,No,Travel_Rarely,1394,Research & Development,2,2,Human Resources,1,382,1,Female,48,2,4,Accountant,3,Married,6546,13717,9,Y,No,22,3,1,80,0,7,1,4,2,1,0,0
41,No,Travel_Frequently,1439,Research & Development,9,2,Other,1,383,1,Female,55,2,1,Financial Analyst,4,Married,4446,4606,3,Y,Yes,22,1,3,80,1,13,0,4,12,9,4,11
32,No,Travel_Frequently,1158,Research & Development,6,3,Marketing,1,384,2,Female,75,2,2,Accountant,4,Married,6361,22923,1,Y,No,11,2,4,80,1,6,6,3,5,4,4,4
49,No,Travel_Rarely,646,Sales,19,2,Technical Degree,1,385,4,Female,85,2,3,Sales Executive,3,Divorced,9122,18952,8,Y,Yes,11,4,1,80,0,15,5,4,14,14,0,14
